Agency,Local Code,County,Township,City,Collision Date,Collision Time,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Name,Roadway Suffix,Roadway Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Intersecting Road Number,Mile Marker,Interchange,Corporate Limits?,Property Type,Feet From,Direction,Latitude,Longitude,Roadway Class,Traffic Control Devices?,Aggressive Driving?,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Damage Estimate,Manner of Collision,Unique Location Id,State Property Damage?,Traffic Control
BLOOMINGTON PD,B22-34440,MONROE,PERRY,BLOOMINGTON,8/30/22,12:10 PM,1,,1,0,0,,BLOOMFIELD RD,,,,,BLOOMFIELD RD,S ADAMS ST,,,,Y,,0,,39.16037909,-86.5508253,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,COLLISION WITH OBJECT IN ROAD,SADAMSSTBLOOMFIELDRD,1,
BLOOMINGTON PD,B22-30089,MONROE,BLOOMINGTON,BLOOMINGTON,8/4/22,7:50 PM,1,,1,0,0,,S WESTPLEX AVE,,,,,S WESTPLEX AVE,,,,,Y,,0,,39.16533052,-86.55397306,PRIVATE DRIVE,,,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,COLLISION WITH OBJECT IN ROAD,SWESTPLEXAVE,1,
BLOOMINGTON PD,B22-36329,MONROE,BLOOMINGTON,BLOOMINGTON,9/9/22,8:00 PM,1,,1,0,0,,W KIRKWOOD AVE,,,,,W KIRKWOOD AVE,S ROGERS ST,,,,Y,,0,,39.16661069,-86.53870069,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,WKIRKWOODAVESROGERSST,1,
BLOOMINGTON PD,B22-36259,MONROE,BLOOMINGTON,BLOOMINGTON,9/9/22,2:10 AM,1,,1,0,0,1635,W 3RD ST,,,,,W 3RD ST,,,,,N,,0,,39.16440437,-86.55452469,PRIVATE DRIVE,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,CONCRETE,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT TURN,W3RDST,1,
BLOOMINGTON PD,B23-19780,MONROE,PERRY,BLOOMINGTON,4/18/23,2:45 PM,1,,1,0,0,,S COLLEGE MALL RD,,,,,S COLLEGE MALL RD,E BUICK CADILLAC BLVD,,,,Y,,0,,39.15809983,-86.49789503,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,SCOLLEGEMALLRDEBUICKCADILLACBLVD,1,
BLOOMINGTON PD,B23-03176,MONROE,VAN BUREN,BLOOMINGTON,1/19/23,7:45 AM,1,,1,0,0,,W BLOOMFIELD RD,,,,,W BLOOMFIELD RD,S ROLLING RIDGE WAY,,,,Y,,0,,39.15493691,-86.56325287,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,,CONCRETE,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,$1001 TO $2500,LEFT TURN,WBLOOMFIELDRDSROLLINGRIDGEWAY,1,
BLOOMINGTON PD,B22-49815,MONROE,,BLOOMINGTON,12/1/22,6:55 AM,1,,1,0,0,,2440 S. HENDERSON STREET,,,,,2440 S. HENDERSON STREET,,,,,Y,,0,,0,0,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,PEDESTRIAN ACTION,$5001 TO $10000,COLLISION WITH OBJECT IN ROAD,2440S.HENDERSONSTREET,1,
INDIANA UNIV BLOOMINGTON PD,230291,MONROE,BLOOMINGTON,BLOOMINGTON,1/24/23,7:24 AM,1,,1,0,0,,E 17TH ST,,,,,E 17TH ST,N JORDAN AVE,,,,Y,,0,,39.17882982,-86.51110402,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,T-INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,COLLISION WITH OBJECT IN ROAD,NJORDANAVEE17THST,1,
INDIANA UNIV BLOOMINGTON PD,231206,MONROE,BLOOMINGTON,BLOOMINGTON,3/26/23,5:30 PM,1,,1,0,0,,N DUNN ST,,,,,N DUNN ST,E VARSITY LN,,,,Y,,0,,39.18299847,-86.52833856,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,RIGHT TURN,NDUNNSTEVARSITYLN,1,
MONROE SD,M16A23953,MONROE,RICHLAND,ELLETTSVILLE,10/22/16,7:44 AM,1,0,1,0,0,,,,SR46W,,,SR46W,SMITH,,,,Y,OTHER,,,39.210144,-86.5832,STATE ROAD,Y,N,N,RURAL,N,N,N,,DAWN/DUSK,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,$10001 TO $25000,LEFT/RIGHT TURN,SMITHPIKESR46W,1,TRAFFIC CONTROL SIGNAL
ELLETTSVILLE PD,E2105276,MONROE,RICHLAND,ELLETTSVILLE,2/22/21,8:42 AM,1,0,0,0,0,,,,SR46W,,,SR46W,BRIARGATE,,,,Y,,100,W,,,STATE ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,BRIARGATEDRSR46W,1,LANE CONTROL
INDIANA UNIV BLOOMINGTON PD,130260,MONROE,BLOOMINGTON,BLOOMINGTON,1/25/13,12:45 PM,1,0,1,0,0,,10TH,ST,,,,10TH ST,JORDAN,,,,Y,OTHER,300,W,39.17158999,-86.51563433,LOCAL/CITY ROAD,,N,N,URBAN,N,N,Y,LANE CLOSURE,DAYLIGHT,CLOUDY,WET,CURBED,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,10THSTJORDANAVE,1,YIELD SIGN
BLOOMINGTON PD,71813250,MONROE,VAN BUREN,BLOOMINGTON,7/18/13,7:00 PM,1,0,2,0,0,,W TAPP,RD,,,,W TAPP RD,S LEONARD,,,,N,OTHER,,,39.13704,-86.582512,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,SLEONARDSPGWTAPPRD,2,STOP SIGN
MONROE SD,M13A2293,MONROE,VAN BUREN,BLOOMINGTON,7/31/13,7:45 PM,1,0,1,0,0,3313,,,SR45,,,W SR 45 RD,,,,,N,PRIVATE,,,39.125312,-86.610496,OTHER,,Y,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,CURBED,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,HEAD ON BETWEEN TWO MOTOR VEHICLES,WSR45RD,1,NONE
BLOOMINGTON PD,80813103,MONROE,BLOOMINGTON,BLOOMINGTON,8/8/13,10:50 AM,1,0,1,0,0,,ARLINGTON VALLEY,DR,,,,ARLINGTON VALLEY DR,NORTH WILLIS,,,,Y,OTHER,,,39.1828,-86.544032,LOCAL/CITY ROAD,,Y,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,UNDER $1001,HEAD ON BETWEEN TWO MOTOR VEHICLES,ARLINGTONVALLEYDRNORTHWILLISRD,1,STOP SIGN
BLOOMINGTON PD,92813003,MONROE,BLOOMINGTON,BLOOMINGTON,9/28/13,12:11 AM,1,0,2,0,0,,COLLEGE,AVE,,,,N COLLEGE AVE,7TH,,,,Y,OTHER,,,39.168656,-86.534784,LOCAL/CITY ROAD,Y,Y,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,DISREGARD SIGNAL/REG SIGN,$2501 TO $5000,OTHER - EXPLAIN IN NARRATIVE,E7THSTNCOLLEGEAVE,2,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,120413229,MONROE,BLOOMINGTON,BLOOMINGTON,12/4/13,6:45 PM,3,0,2,0,0,,STATE ROAD 45 46,BYP,,,,STATE ROAD 45 46 BYP,KINSER,,,,Y,OTHER,,,39.186544,-86.537888,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,WET,CURBED,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,$1001 TO $2500,REAR END,KINSERPIKESTATEROAD4546BYP,2,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,12314231,MONROE,BLOOMINGTON,BLOOMINGTON,1/23/14,6:58 PM,1,0,1,0,0,,COLLEGE,AVE,,,,COLLEGE AVE,11TH,,,,Y,OTHER,,,39.173232,-86.534752,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT/RIGHT TURN,11THSTCOLLEGEAVE,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,30714205,MONROE,BLOOMINGTON,BLOOMINGTON,3/7/14,3:14 PM,1,0,1,0,0,,DUNN,ST,,,,DUNN ST,OLD SR 37,,,,Y,OTHER,400,S,39.20695053,-86.52863944,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,$1001 TO $2500,RIGHT ANGLE,DUNNSTOLDSR37HWY,1,NONE
BLOOMINGTON PD,42414156,MONROE,BLOOMINGTON,BLOOMINGTON,4/24/14,1:25 PM,1,0,1,0,0,,COTTAGE GROVE,AVE,,,,COTTAGE GROVE AVE,SUMMIT,,,,Y,OTHER,,,39.172336,-86.548192,LOCAL/CITY ROAD,,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,UNDER $1001,NON-COLLISION,COTTAGEGROVEAVESUMMITST,1,NONE
BLOOMINGTON PD,51414066,MONROE,PERRY,BLOOMINGTON,5/14/14,7:52 AM,1,0,1,0,0,,E MILLER,DR,,,,E MILLER DR,S WALNUT,,,,Y,OTHER,,,39.146944,-86.532544,LOCAL/CITY ROAD,N,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,NONE,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,EMILLERDRSWALNUTST,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,51514105,MONROE,BLOOMINGTON,BLOOMINGTON,5/15/14,12:11 PM,1,0,1,0,0,,2ND,ST,,,,2ND ST,MORTON,,,,Y,OTHER,50,E,39.16139022,-86.53631426,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,DRIVABLE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,2NDSTMORTONST,1,LANE CONTROL
BLOOMINGTON PD,72414103,MONROE,BLOOMINGTON,BLOOMINGTON,7/24/14,11:03 AM,1,0,1,0,0,,COLLEGE,AVE,,,,COLLEGE AVE,1ST,,,,Y,OTHER,,,39.17688,-86.534736,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,$2501 TO $5000,HEAD ON BETWEEN TWO MOTOR VEHICLES,1STSTCOLLEGEAVE,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,81414069,MONROE,PERRY,BLOOMINGTON,8/14/14,8:40 AM,1,0,1,0,0,,WALNUT,ST,,,,WALNUT ST,COUNTRY CLUB,,,,Y,OTHER,,,39.13597025,-86.5311098,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,LEFT TURN,COUNTRYCLUBDRWALNUTST,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,90114157,MONROE,BLOOMINGTON,BLOOMINGTON,9/1/14,3:56 PM,1,0,0,0,0,,E 3RD,ST,,,,E 3RD ST,HIGHLAND,,,,Y,OTHER,,,39.16427024,-86.51772022,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,RIGHT ANGLE,E3RDSTHIGHLANDAVE,1,NONE
BLOOMINGTON PD,9212014125,MONROE,BLOOMINGTON,BLOOMINGTON,9/21/14,9:25 AM,1,0,1,0,0,2300,WALNUT,ST,,,,WALNUT ST,,,,,N,PRIVATE,,,39.165648,-86.5336,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,RIGHT ANGLE,WALNUTST,1,LANE CONTROL
BLOOMINGTON PD,B1412609,MONROE,BLOOMINGTON,BLOOMINGTON,10/29/14,10:41 AM,1,0,1,0,0,,KIRKWOOD,,,,,KIRKWOOD,COLLEGE,,,,Y,,,,39.16664,-86.5348,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,COLLEGEAVEKIRKWOODAVE,1,TRAFFIC CONTROL SIGNAL
INDIANA UNIV BLOOMINGTON PD,143040,MONROE,BLOOMINGTON,BLOOMINGTON,10/30/14,5:20 PM,1,0,1,0,0,,3RD,,,,,3RD,JORDAN,,,,Y,OTHER,,,39.16426018,-86.5163999,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,Y,LANE CLOSURE,DAYLIGHT,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,OVERCORRECTING/OVERSTEERING,UNDER $1001,RIGHT TURN,3RDSTJORDANAVE,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,B1413797,MONROE,PERRY,BLOOMINGTON,11/4/14,7:00 PM,1,0,0,0,0,,E DIXIE,,,,,E DIXIE,S WALNUT,,,,Y,,,,39.156544,-86.5336,LOCAL/CITY ROAD,,N,Y,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,,UNDER $1001,LEFT/RIGHT TURN,EDIXIESTSWALNUTST,1,STOP SIGN
BLOOMINGTON PD,B1417438,MONROE,VAN BUREN,BLOOMINGTON,12/5/14,10:50 PM,1,0,1,0,0,,COLLEGE,,,,,COLLEGE,KIRKWOOD,,,,Y,,,,39.16659974,-86.53488033,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,NON-ROADWAY CRASH,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT TURN,COLLEGEAVEKIRKWOODAVE,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,B1420627,MONROE,BLOOMINGTON,BLOOMINGTON,12/30/14,11:58 PM,1,0,1,0,0,,S ROGERS,,,,,S ROGERS,W CHEROKEE,,,,Y,,200,N,39.16810935,-86.53883994,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,SROGERSSTWCHEROKEEDR,1,NONE
BLOOMINGTON PD,B1524339,MONROE,PERRY,BLOOMINGTON,6/14/15,5:35 PM,3,0,1,0,0,3890,W 3RD,ST,,,,W 3RD,,,,,Y,,,,39.16424,-86.4812,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,CONCRETE,DRIVER ILLNESS,$2501 TO $5000,REAR END,W3RDST,0,NONE
BLOOMINGTON PD,B1524995,MONROE,BLOOMINGTON,BLOOMINGTON,6/18/15,9:37 PM,1,0,1,0,0,,,,SR4546W,,,SR4546W,KINSER,,,,Y,,,,39.186544,-86.537888,STATE ROAD,Y,N,N,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,KINSERPIKESR4546W,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,B1530706,MONROE,BLOOMINGTON,BLOOMINGTON,7/25/15,4:38 PM,1,0,1,0,0,2850,3RD,ST,,,,EAST 3RD,,,,,Y,,,,39.16464,-86.569392,,,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,UNDER $1001,BACKING CRASH,EAST3RDST,1,NONE
MONROE SD,M15A16229,MONROE,VAN BUREN,BLOOMINGTON,8/1/15,2:18 PM,2,0,0,0,0,5700,W AIRPORT,RD,,,,W AIRPORT,,,,,N,,,,39.136848,-86.606,OTHER,,N,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,OTHER - EXPLAIN IN NARRATIVE,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,UNDER $1001,BACKING CRASH,WAIRPORTRD,1,NONE
BLOOMINGTON PD,B1535235,MONROE,BLOOMINGTON,BLOOMINGTON,8/22/15,10:36 PM,1,0,1,0,0,1800,NORTH WALNUT,ST,,,,NORTH WALNUT,,,,,Y,,,,39.18354797,-86.53302764,OTHER,,N,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,,OTHER - EXPLAIN IN NARRATIVE,NORTHWALNUTST,1,NONE
INDIANA UNIV BLOOMINGTON PD,152005,MONROE,BLOOMINGTON,BLOOMINGTON,8/25/15,7:24 PM,1,0,1,0,0,,WOODLAWN,AVE,,,,WOODLAWN,3RD,,,,Y,,,,39.164352,-86.522592,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,UNDER $1001,RIGHT ANGLE,3RDSTWOODLAWNAVE,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,B1537490,MONROE,BLOOMINGTON,BLOOMINGTON,9/4/15,3:15 PM,1,0,1,0,0,3100,SOUTH WALNUT STREET,PIKE,,,,SOUTH WALNUT STREET,,,,,Y,,,,39.129673,-86.532737,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,NON-ROADWAY CRASH,ASPHALT,BRAKE FAILURE OR DEFECTIVE,$10001 TO $25000,RAN OFF ROAD,SOUTHWALNUTSTREETPIKE,1,NONE
BLOOMINGTON PD,B1545462,MONROE,BLOOMINGTON,BLOOMINGTON,10/24/15,8:10 AM,1,0,1,0,0,,,,SR4546W,,,SR4546W,KINSER,,,,Y,,,,39.186544,-86.537888,STATE ROAD,Y,N,N,URBAN,N,Y,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,CONCRETE,PEDESTRIAN ACTION,$1001 TO $2500,LEFT TURN,KINSERPIKESR4546W,1,TRAFFIC CONTROL SIGNAL
INDIANA UNIV BLOOMINGTON PD,153190,MONROE,BLOOMINGTON,BLOOMINGTON,11/17/15,7:02 PM,1,0,1,0,0,,E 10TH,ST,,,,E 10TH,JOHN HINKLE,,,,Y,OTHER,1000,E,39.171504,-86.49296,LOCAL/CITY ROAD,,N,Y,URBAN,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,E10THSTJOHNHINKLEPL,1,NONE
BLOOMINGTON PD,B1553475,MONROE,RICHLAND,BLOOMINGTON,12/19/15,2:10 PM,1,0,1,0,0,,W JACOB,DR,,,,W JACOB,N GATES,,,,Y,,50,E,39.16562006,-86.57600425,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,NGATESDRWJACOBDR,1,STOP SIGN
BLOOMINGTON PD,B1603244,MONROE,BLOOMINGTON,BLOOMINGTON,1/25/16,3:50 PM,1,0,1,0,0,,WALNUT,ST,,,,WALNUT,2ND,,,,Y,,,,39.16140027,-86.53362974,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,2NDSTWALNUTST,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,B1614362,MONROE,BLOOMINGTON,BLOOMINGTON,4/16/16,11:00 AM,1,0,1,0,0,,,,SR46W,,,SR46W,N KINSER,,,,Y,,,,39.186544,-86.537888,STATE ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,UNDER $1001,RIGHT ANGLE,NKINSERPIKESR46W,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,B1615036,MONROE,VAN BUREN,BLOOMINGTON,4/20/16,3:30 PM,1,0,1,0,0,,SOUTH LIBERTY,DR,,,,SOUTH LIBERTY,WEST 3RD,,,,Y,,800,S,39.08001465,-86.57913006,LOCAL/CITY ROAD,,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,SOUTHLIBERTYDRWEST3RDST,1,NONE
BLOOMINGTON PD,B1627476,MONROE,PERRY,BLOOMINGTON,7/18/16,8:40 AM,1,0,1,0,0,106,N ROGERS,ST,,,,N ROGERS,,,,,Y,,,,39.16472,-86.538592,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,UNDER $1001,BACKING CRASH,NROGERSST,1,NONE
BLOOMINGTON PD,B1630307,MONROE,BLOOMINGTON,BLOOMINGTON,8/5/16,7:10 PM,1,0,1,0,0,,N WALNUT,ST,,,,N WALNUT,W FIFTH,,,,Y,,,,40.74798507,-86.08583952,LOCAL/CITY ROAD,Y,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,NWALNUTSTWFIFTHST,1,TRAFFIC CONTROL SIGNAL
INDIANA UNIV BLOOMINGTON PD,161808,MONROE,BLOOMINGTON,BLOOMINGTON,8/20/16,12:07 AM,1,0,0,0,0,,,,SR4546E,,,SR4546E,FEE,,,,Y,OTHER,100,E,39.186032,-86.51984,STATE ROAD,,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,CURBED,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,RIGHT ANGLE,FEELNSR4546E,1,NONE
BLOOMINGTON PD,B1642258,MONROE,BLOOMINGTON,BLOOMINGTON,10/21/16,8:11 AM,1,0,1,0,0,,WALNUT,ST,,,,WALNUT,MILLER,,,,Y,,,,39.14689019,-86.53265006,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,COLLISION WITH OBJECT IN ROAD,MILLERDRWALNUTST,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,B1642560,MONROE,BLOOMINGTON,BLOOMINGTON,10/23/16,1:38 PM,1,0,1,0,0,,W 7TH,ST,,,,W 7TH,S COLLEGE,,,,Y,,,,39.168656,-86.534784,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,UNDER $1001,BACKING CRASH,SCOLLEGEAVEW7THST,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,B1703406,MONROE,PERRY,BLOOMINGTON,1/28/17,6:56 PM,1,0,1,0,0,2443,S WALNUT STREET,PIKE,,,,S WALNUT STREET,,,,,Y,,,,39.137072,-86.529616,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,SWALNUTSTREETPIKE,1,NONE
