Agency,Local Code,County,Township,City,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Name,Roadway Suffix,Roadway Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Intersecting Road Number,Mile Marker,Interchange,Corporate Limits?,Property Type,Feet From,Direction,Latitude,Longitude,Roadway Class,Traffic Control Devices?,Aggressive Driving?,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Damage Estimate,Manner of Collision,Unique Location Id,State Property Damage?,Traffic Control,DateTime,Address Number,Cyclist Involved,Pedestrian Involved
MONROE SD,M22A20280,MONROE,VAN BUREN,BLOOMINGTON,2,,0,0,0,9820,W GARDNER RD,,,,,W GARDNER RD,,,,,N,,0.0,,39.176761578062475,-86.47847090009134,COUNTY RD,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,RIGHT ANGLE,WGARDNERRD,0,,2022-08-19 09:26:00,,,
MONROE SD,M22A21002,MONROE,VAN BUREN,BLOOMINGTON,1,,0,0,0,,W GIFFORD,,,,,W GIFFORD,S CAVE RD,,,,N,,250.0,,39.07336815,-86.50447166,COUNTY RD,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,RDWAY SURFACE CONDITION,$2501 TO $5000,OTHER - EXPLAIN IN NARRATIVE,WGIFFORDRDSCAVERD,0,,2022-08-27 10:42:00,,,
BLOOMINGTON PD,B22-13343,MONROE,PERRY,BLOOMINGTON,1,,0,0,0,,E SMITH AVE,,,,,E SMITH AVE,S DUNN ST,,,,Y,,0.0,,39.209085715981914,-86.61141421356108,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,SDUNNSTESMITHAVE,0,,2022-04-16 10:30:00,,,
BLOOMINGTON PD,B22-28650,MONROE,PERRY,BLOOMINGTON,2,,0,0,0,2475,S WINSLOW CT,,,,,S WINSLOW CT,,,,,Y,,0.0,,39.16418099710717,-86.49497073794774,PRIVATE DR,,,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE BACKING,$1001 TO $2500,BACKING CRASH,SWINSLOWCT,0,,2022-07-26 04:55:00,,,
BLOOMINGTON PD,B22-37966,MONROE,BLOOMINGTON,BLOOMINGTON,1,,1,0,0,1516,W ARLINGTON RD,,,,,W ARLINGTON RD,,,,,Y,,0.0,,39.09986660629954,-86.51783373589092,LOCAL/CITY RD,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,CONCRETE,OVERCORRECTING/OVERSTEERING,UNDER $1001,RAN OFF RD,WARLINGTONRD,0,,2022-09-19 16:00:00,,,
MONROE SD,M22A15007,MONROE,VAN BUREN,BLOOMINGTON,2,,0,0,0,,3835 W WOODHAVEN DR,,,,,W WOODHAVEN DR,W WOODMERE WAY,,,,N,,0.0,,39.14398,-86.56384,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE BACKING,$5001 TO $10000,BACKING CRASH,WWOODMEREWAY3835WWOODHAVENDR,0,,2022-06-24 19:46:00,3835.0,,
INDIANA UNIV BLOOMINGTON PD,221637,MONROE,BLOOMINGTON,BLOOMINGTON,2,,1,0,0,,E ATWATER AVE,,,,,E ATWATER AVE,S HENDERSON ST,,,,Y,,0.0,,39.17508921529284,-86.51904227385343,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,,ASPHALT,DISREGARD SIGNAL/REG SIGN,$25001 TO $50000,RIGHT ANGLE,SHENDERSONSTEATWATERAVE,0,,2022-04-26 14:45:00,,,
BLOOMINGTON PD,B22-19311,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,,ST RD 46,,,,,ST RD 46,E 3RD ST,,,,Y,,898.0,,39.17051250448815,-86.57240213676751,ST RD,,,,URBAN,N,N,Y,LN CLOSURE,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,BRAKE FAILURE OR DEFECTIVE,$2501 TO $5000,REAR END,STATERD46E 3RDST,0,,2022-05-25 18:11:00,,,
BLOOMINGTON PD,B22-32588,MONROE,PERRY,BLOOMINGTON,2,,0,0,0,,E STRATUM WAY,,,,,E STRATUM WAY,E STRATUM WAY,,,,Y,,0.0,,39.21506,-86.59278,LOCAL/CITY RD,,,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,T-INTERSECTION,,ASPHALT,IMPROPER TURNING,UNDER $1001,LEFT TURN,ESTRATUMWAYESTRATUMWAY,0,,2022-08-19 23:30:00,,,
BLOOMINGTON PD,B22-35851,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,,E 10TH ST,,,,,E 10TH ST,E JOHN HINKLE PLACE,,,,Y,,0.0,,39.16453,-86.56705,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,$5001 TO $10000,REAR END,EJOHNHINKLEPLACEE 10THST,0,,2022-09-07 09:14:00,,,
BLOOMINGTON PD,B22-03634,MONROE,,,2,,0,0,0,1300,S PATTERSON DR,,,,,S PATTERSON DR,,,,,Y,,0.0,,39.16847826626162,-86.5282793715269,,,,,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$5001 TO $10000,SAME DIRECTION SIDESWIPE,SPATTERSONDR,0,,2022-02-02 06:40:00,,,
MONROE SD,M22A10432,MONROE,PERRY,BLOOMINGTON,2,,0,0,0,4025,S ST RD 37,,,,,S ST RD 37,,,,,N,,0.0,,39.216717062642104,-86.44304780482678,PRIVATE DR,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,DRIVER ILLNESS,$2501 TO $5000,OTHER - EXPLAIN IN NARRATIVE,SOLDSTATERD37,0,,2022-05-07 12:26:00,,,
MONROE SD,M22A9131,MONROE,RICHLAND,BLOOMINGTON,2,,0,0,0,,N CURRY PK,,,,,N CURRY PK,W JONATHON DR,,,,N,,0.0,,39.17732966,-86.52253694,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$10001 TO $25000,RIGHT ANGLE,WJONATHONDRNCURRYPK,0,,2022-04-22 16:36:00,,,
BLOOMINGTON PD,B22-06825,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,,W 4TH ST,,,,,W 4TH ST,S WALNUT ST,,,,Y,,0.0,,39.09294808658377,-86.54418593814852,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT ANGLE,W4THSTSWALNUTST,0,,2022-03-01 12:02:00,,,
INDIANA UNIV BLOOMINGTON PD,221715,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,,N INDIANA AVE,,,,,N INDIANA AVE,E 7TH ST,,,,Y,,0.0,,39.18638693509734,-86.53775185574298,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$5001 TO $10000,RIGHT ANGLE,NINDIANAAVEE7THST,0,,2022-05-01 14:40:00,,,
BLOOMINGTON PD,B22-35542,MONROE,PERRY,BLOOMINGTON,1,,0,0,0,,E SMITH AVE,,,,,E SMITH AVE,S WALNUT ST,,,,Y,,0.0,,39.16359550773705,-86.63587926744542,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$1001 TO $2500,RIGHT ANGLE,SWALNUTSTESMITHAVE,1,,2022-09-05 16:00:00,,,True
ISP BLOOMINGTON 33,2.022E+11,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,,W 3RD ST,,,,,W 3RD ST,ST RD 37,,,,Y,,0.0,,39.154272868246736,-86.49722271220826,LOCAL/CITY RD,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$5001 TO $10000,RIGHT ANGLE,W 3RDSTSTATERD37,0,,2022-06-15 03:00:00,,,
BLOOMINGTON PD,B22-36346,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,,W 10TH ST,,,,,W 10TH ST,N WALNUT ST,,,,Y,,0.0,,39.12018068523031,-86.53021104156922,LOCAL/CITY RD,,,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,OVERCORRECTING/OVERSTEERING,$1001 TO $2500,OPPOSITE DIRECTION SIDESWIPE,W10THSTNWALNUTST,0,,2022-09-09 21:40:00,,,
INDIANA UNIV BLOOMINGTON PD,220905,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,,E 10TH ST,,,,,E 10TH ST,ST RD 46,,,,Y,,264.0,,39.163116878419686,-86.58030201028886,LOCAL/CITY RD,,,,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE LN MOVEMENT,$5001 TO $10000,SAME DIRECTION SIDESWIPE,STATERD46E 10THST,0,,2022-03-08 19:45:00,,,
BLOOMINGTON PD,B22-20795,MONROE,PERRY,BLOOMINGTON,2,,0,0,0,,S WASHINGTON ST,,,,,S WASHINGTON ST,E DIXIE ST,,,,Y,,0.0,,39.14302793173936,-86.53152302976372,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,SWASHINGTONSTEDIXIEST,0,,2022-06-04 18:17:00,,,
BLOOMINGTON PD,B22-04902,MONROE,PERRY,BLOOMINGTON,2,,0,0,0,848,E MILLER DR,,,,,E MILLER DR,,,,,Y,,0.0,,39.150488806697766,-86.5337169537647,,,,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,WET,,NO JUNCTION INVOLVED,,ASPHALT,OVERCORRECTING/OVERSTEERING,$1001 TO $2500,BACKING CRASH,EMILLERDR,0,,2022-02-12 22:52:00,,,
MONROE SD,M22A11839,MONROE,CLEAR CREEK,BLOOMINGTON,1,,0,0,0,8660,S FAIRFAX RD,,,,,S FAIRFAX RD,,,,,N,,0.0,,39.18972438434855,-86.51454207036495,PRIVATE DR,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,VIEW OBSTRUCTED,$1001 TO $2500,BACKING CRASH,S.FAIRFAXRD,0,,2022-05-22 14:11:00,,,
MONROE SD,M22A10269,MONROE,CLEAR CREEK,BLOOMINGTON,2,,0,0,0,3585,W ST RD 45,,,,,W ST RD 45,,,,,N,,0.0,,39.11078713401557,-86.57342421747693,PRIVATE DR,,,,RURAL,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE BACKING,$2501 TO $5000,BACKING CRASH,WSTATERD45,0,,2022-05-05 15:55:00,,,
INDIANA UNIV BLOOMINGTON PD,223689,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,,N DISCOVERY PARKWAY,,,,,N DISCOVERY PARKWAY,,,,,N,,0.0,,39.17163622028882,-86.53358434548727,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,IMPROPER PASSING,$10001 TO $25000,SAME DIRECTION SIDESWIPE,N.DISCOVERYPARKWAY,0,,2022-10-01 14:00:00,,,
BLOOMINGTON PD,B2205705,MONROE,PERRY,BLOOMINGTON,2,,0,0,0,,500 S LIBERTY DR BLOOMINGTON I,,,,,S LIBERTY DR ,,,,,Y,,0.0,,39.1665007939537,-86.52696446192172,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,LEFT TURN,500SLIBERTYDRBLOOMINGTONIN,0,,2022-02-20 12:39:00,500.0,,
BLOOMINGTON PD,B22-05435,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,,533 W GRANITE DR,,,,,W GRANITE DR,,,,,Y,,0.0,,39.156855385845375,-86.49723663418393,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,ICE,,NO JUNCTION INVOLVED,,ASPHALT,RDWAY SURFACE CONDITION,$2501 TO $5000,REAR END,533WGRANITEDR,0,,2022-02-18 11:38:00,533.0,,
BLOOMINGTON PD,B22-05472,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,,S SMITH RD,,,,,S SMITH RD,E 3RD ST,,,,Y,,0.0,,39.17243729969194,-86.51457705180223,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FOLLOWING TOO CLOSELY,$10001 TO $25000,REAR END,SSMITHRDE 3RDST,0,,2022-02-18 17:17:00,,,
BLOOMINGTON PD,B22-39222,MONROE,PERRY,BLOOMINGTON,1,,0,0,0,,S WALNUT SPRINGS DR,,,,,S WALNUT SPRINGS DR,E BURKS DR,,,,Y,,10.0,,,,LOCAL/CITY RD,,,,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,$2501 TO $5000,RAN OFF RD,SWALNUTSPRINGSDREBURKSDR,0,,2022-09-27 03:00:00,,,
MONROE SD,M22A13513,MONROE,CLEAR CREEK,BLOOMINGTON,1,,0,0,1,,S ST RD 37,,,,,S ST RD 37,MORMAN RD,,,,N,,0.0,,39.17152,-86.49793,ST RD,,,,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,ANIMAL/OBJECT IN RDWAY,$10001 TO $25000,COLLISION WITH DEER,SOLDST RD 37MORMANRD,0,,2022-06-09 04:20:00,,,
BLOOMINGTON PD,B22-33954,MONROE,PERRY,BLOOMINGTON,2,,0,0,0,,878 E MILLER DR,,,,,E MILLER DR,,,,,Y,,0.0,,39.23627069303652,-86.62842050448997,PRIVATE DR,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE BACKING,$1001 TO $2500,BACKING CRASH,878EMILLERDR,0,,2022-08-27 14:53:00,878.0,,
MONROE SD,M22A21725,MONROE,SALT CREEK,,2,,0,0,0,,7370 E ST RD 46,,,,,E ST RD 46,,,,,N,,0.0,,39.08479670893501,-86.43526858371776,ST RD,,,,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,WET,,NO JUNCTION INVOLVED,,ASPHALT,ANIMAL/OBJECT IN RDWAY,$5001 TO $10000,COLLISION WITH OBJECT IN RD,7370EST RD 46,0,,2022-09-04 03:54:00,7370.0,,
BLOOMINGTON PD,B22-12917,MONROE,BLOOMINGTON,BLOOMINGTON,1,,1,0,0,,S PETE LLIS DR,,,,,S PETE LLIS DR,E 3RD ST,,,,Y,,0.0,,42.71873817343147,-94.22115480295177,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,DRIVER ILLNESS,$5001 TO $10000,RAN OFF RD,SPETEELLISDRE 3RDST,0,,2022-04-13 05:30:00,,,
BLOOMINGTON PD,B22-30089,MONROE,BLOOMINGTON,BLOOMINGTON,1,,1,0,0,,S WESTPLEX AVE,,,,,S WESTPLEX AVE,,,,,Y,,0.0,,39.14572117325988,-86.53940906242134,PRIVATE DR,,,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,COLLISION WITH OBJECT IN RD,SWESTPLEXAVE,1,,2022-08-04 19:50:00,,,True
BLOOMINGTON PD,B22-18252,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,,S COLLEGE AVE,,,,,S COLLEGE AVE,W 1ST,,,,Y,,158.0,,39.18623849444743,-86.53456210654204,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,IMPROPER TURNING,$2501 TO $5000,SAME DIRECTION SIDESWIPE,W1STSTSCOLLEGEAVE,0,,2022-05-18 16:49:00,,,
MONROE SD,M22A18845,MONROE,VAN BUREN,BLOOMINGTON,3,,0,0,0,3585,W ST RD 45,,,,,W ST RD 45,,,,,N,,0.0,,39.13727843381028,-86.64291324024163,PRIVATE DR,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$5001 TO $10000,OTHER - EXPLAIN IN NARRATIVE,WSTATERD45,0,,2022-08-03 14:30:00,,,
BLOOMINGTON PD,B22-03652,MONROE,PERRY,BLOOMINGTON,2,,0,0,0,,E 3RD ST,,,,,E 3RD ST,S LINCOLN ST,,,,Y,,200.0,,39.08526,-86.54273,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$5001 TO $10000,RIGHT ANGLE,S.LINCOLNSTE 3RDST,0,,2022-02-02 11:43:00,,,
ISP BLOOMINGTON 33,2.022E+11,MONROE,WASHINGTON,BLOOMINGTON,1,,0,0,0,,I-69,,,,,I-69,,,127.0,,N,,0.0,,39.141915796724014,-86.58263275731677,INTERSTATE,,,,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,SNOW/SLUSH,,NO JUNCTION INVOLVED,,CONCRETE,SPEED TOO FAST FOR WEATHER CONDITIONS,$2501 TO $5000,OTHER - EXPLAIN IN NARRATIVE,INTERSTATE69127,0,,2022-01-28 19:00:00,,,
BLOOMINGTON PD,B22-14294,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,,N MORTON ST,,,,,N MORTON ST,W 7TH ST,,,,Y,,0.0,,39.171664136944706,-86.52975706997324,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,UNSAFE BACKING,$1001 TO $2500,REAR TO REAR,W7THSTNMORTONST,0,,2022-04-22 19:15:00,,,
MONROE SD,M22A16603,MONROE,CLEAR CREEK,BLOOMINGTON,2,,2,0,0,,S FAIRFAX RD,,,,,S FAIRFAX RD,S WALNUT ST PK,,,,N,,0.0,,39.20759704928226,-86.57989581234618,COUNTY RD,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FOLLOWING TOO CLOSELY,$5001 TO $10000,REAR END,SWALNUTSTPKSFAIRFAXRD,0,,2022-07-11 12:43:00,,,
INDIANA UNIV BLOOMINGTON PD,220685,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,,E 3RD ST,,,,,E 3RD ST,S EAGLESON AVE,,,,Y,,0.0,,39.10563252363072,-86.55129653382006,LOCAL/CITY RD,,,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FAILURE TO MAINTAIN LN,$1001 TO $2500,SAME DIRECTION SIDESWIPE,SEAGLESONAVEE 3RDST,0,,2022-02-21 21:30:00,,,
BLOOMINGTON PD,B22-08047,MONROE,BLOOMINGTON,BLOOMINGTON,1,,0,0,0,,N ADAMS ST,,,,,N ADAMS ST,W FOUNTAIN DR,,,,Y,,0.0,,39.16437551181648,-86.55391482961521,LOCAL/CITY RD,,,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,T-INTERSECTION,,ASPHALT,FAILURE TO MAINTAIN LN,$1001 TO $2500,RIGHT TURN,WFOUNTAINDRNADAMSST,0,,2022-03-10 20:57:00,,,
MONROE SD,M22A8714,MONROE,RICHLAND,BLOOMINGTON,2,,0,0,0,,W ST RD 46,,,,,W ST RD 46,N SMITH PK,,,,N,,0.0,,39.16308076099642,-86.51644982611691,ST RD,,,,RURAL,N,N,N,,DAYLIGHT,CLOUDY,WET,,FOUR-WAY INTERSECTION,,ASPHALT,DRIVER ASLEEP OR FATIGUED,$2501 TO $5000,REAR END,WSTATERD46NSMITHPK,0,,2022-04-18 17:19:00,,,
INDIANA UNIV BLOOMINGTON PD,223045,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,1115,N EAGLESON AVE,,,,,N EAGLESON AVE,,,,,Y,,0.0,,39.17164174505047,-86.53360486910658,PRIVATE DR,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE BACKING,$1001 TO $2500,BACKING CRASH,NEAGLESON AVEAVE,0,,2022-09-02 12:20:00,,,
BLOOMINGTON PD,B22-33036,MONROE,PERRY,BLOOMINGTON,2,,0,0,0,,E UNIVERSITY ST,,,,,E UNIVERSITY ST,S PARK AVE,,,,Y,,53.0,,39.12668560976515,-86.53133197303521,,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT ANGLE,SPARKAVEEUNIVERSITYST,0,,2022-08-22 17:12:00,,,
MONROE SD,M22A6214,MONROE,PERRY,,2,,1,0,0,4025,S ST RD 37,,,,,S ST RD 37,,,,,N,,0.0,,39.13357937414589,-86.67658643317073,,,,,RURAL,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,RIGHT ANGLE,SOLDSTATERD37,0,,2022-03-18 13:26:00,,,
BLOOMINGTON PD,B22-31885,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,,E 10TH ST,,,,,E 10TH ST,N WASHINGTON ST,,,,Y,,0.0,,39.15143456783766,-86.62894107845321,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,RIGHT ANGLE,NWASHINGTONSTE 10THST,0,,2022-08-16 17:23:00,,,
BLOOMINGTON PD,B22-03966,MONROE,PERRY,BLOOMINGTON,3,,0,0,0,,2700 E 3RD ST,,,,,E 3RD ST,S COLLEGE MALL RD,,,,Y,,300.0,,39.16279630027744,-86.52843831313938,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,WET,,NO JUNCTION INVOLVED,,ASPHALT,FOLLOWING TOO CLOSELY,$5001 TO $10000,REAR END,S.COLLEGEMALLRD2700BLKE 3RDST,0,,2022-02-05 12:57:00,2700.0,,
MONROE SD,M22A13983,MONROE,BLOOMINGTON,BLOOMINGTON,1,,0,0,0,,I-69,,,,,I-69,,,,,N,,686.0,,39.136923163487964,-86.5238491629187,INTERSTATE,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,UNDER $1001,NON-COLLISION,I-69,0,,2022-06-14 13:27:00,,,
BLOOMINGTON PD,B22-23611,MONROE,PERRY,BLOOMINGTON,2,,0,0,0,,S COLLEGE AVE,,,,,S COLLEGE AVE,W 1ST,,,,Y,,0.0,,39.18018837555872,-86.54864687659156,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,SAME DIRECTION SIDESWIPE,W1STSTSCOLLEGEAVE,0,,2022-06-23 17:23:00,,,
MONROE SD,M22A9843,MONROE,VAN BUREN,BLOOMINGTON,2,,0,0,0,,WESTERN DR,,,,,WESTERN DR,GRAND AVE,,,,N,,0.0,,39.12821,-86.58196,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,,ASPHALT,IMPROPER PASSING,$2501 TO $5000,LEFT/RIGHT TURN,WESTERNDRGRANDAVE,0,,2022-04-30 17:47:00,,,
BLOOMINGTON PD,B22-31099,MONROE,PERRY,BLOOMINGTON,2,,0,0,0,,S HIGHLAND AVE,,,,,S HIGHLAND AVE,E RIDGEMONT CT,,,,Y,,0.0,,39.16313,-86.52727,,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,IMPROPER PASSING,$1001 TO $2500,SAME DIRECTION SIDESWIPE,SHIGHLANDAVEERIDGEMONTCT,0,,2022-08-11 13:06:00,,,
ISP BLOOMINGTON 33,2.022E+11,MONROE,BLOOMINGTON,BLOOMINGTON,3,,1,0,0,,ST RD 46,,,,,ST RD 46,E 3RD ST,,,,Y,,0.0,,39.164310692910774,-86.4720919010491,ST RD,,,,URBAN,N,N,Y,LN CLOSURE,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,,CONCRETE,UNSAFE SPEED,$1001 TO $2500,REAR END,STATERD46E 3RDST,0,,2022-06-07 00:00:00,,,
BLOOMINGTON PD,B22-20097,MONROE,BLOOMINGTON,BLOOMINGTON,2,,0,0,0,,W 6TH ST,,,,,W 6TH ST,N COLLEGE AVE,,,,Y,,0.0,,39.157173668989365,-86.49415007321723,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,IMPROPER TURNING,$1001 TO $2500,SAME DIRECTION SIDESWIPE,W6THSTNCOLLEGEAVE,0,,2022-05-29 13:00:00,,,
BLOOMINGTON PD,B22-06724,MONROE,PERRY,BLOOMINGTON,2,,0,0,0,,W 1ST,,,,,W 1ST,S ROGERS ST,,,,Y,,0.0,,39.171507131362254,-86.49088483331866,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$10001 TO $25000,RIGHT ANGLE,W1STSTSROGERSST,0,,2022-02-28 17:14:00,,,
