Agency,Local Code,County,Township,City,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Name,Roadway Suffix,Roadway Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Intersecting Road Number,Mile Marker,Interchange,Corporate Limits?,Property Type,Feet From,Direction,Latitude,Longitude,Roadway Class,Traffic Control Devices?,Aggressive Driving?,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Damage Estimate,Manner of Collision,Unique Location Id,State Property Damage?,Traffic Control,DateTime,Address Number
BLOOMINGTON PD,B22-29457,MONROE,BLOOMINGTON,BLOOMINGTON,1,,1.0,0.0,0.0,,ST RD 46,,,,,ST RD 46,W CASCADE AVE,,,,Y,,1056.0,,39.18678684,-86.54224546,ST RD,,,,URBAN,N,N,N,,DARK (NOT LIGHTED),CLOUDY,DRY,,NO JUNCTION INVOLVED,,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,OPPOSITE DIRECTION SIDESWIPE,WCASCADEAVESTATERD46,1,,2022-08-01 06:02:00,
BLOOMINGTON PD,B22-35542,MONROE,PERRY,BLOOMINGTON,1,,0.0,0.0,0.0,,E SMITH AVE,,,,,E SMITH AVE,S WALNUT ST,,,,Y,,0.0,,39.16286503,-86.53351254,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$1001 TO $2500,RIGHT ANGLE,SWALNUTSTESMITHAVE,1,,2022-09-05 16:00:00,
BLOOMINGTON PD,B22-30984,MONROE,PERRY,BLOOMINGTON,1,,1.0,0.0,0.0,,S WALNUT ST,,,,,S WALNUT ST,PRIVATE DR TO CVS SOUTH,,,,Y,,739.0,,39.13475686,-86.53152906,PRIVATE DR,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT ANGLE,SWALNUTSTPRIVATEDRTOCVSSOUTH,1,,2022-08-10 17:45:00,
MONROE SD,M22A24572,MONROE,VAN BUREN,BLOOMINGTON,1,,1.0,0.0,0.0,,W ST RD 45,,,,,W ST RD 45,INDUSTRIAL BLVD,,,,Y,,0.0,,39.14248843,-86.57951347,,,,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,CONCRETE,UNSAFE BACKING,UNDER $1001,BACKING CRASH,WSTATERD45INDUSTRIALBLVD,1,,2022-10-06 20:36:00,
BLOOMINGTON PD,B22-34440,MONROE,PERRY,BLOOMINGTON,1,,1.0,0.0,0.0,,BLOOMFIELD RD,,,,,BLOOMFIELD RD,S ADAMS ST,,,,Y,,0.0,,39.16037909,-86.5508253,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,COLLISION WITH OBJECT IN RD,SADAMSSTBLOOMFIELDRD,1,,2022-08-30 12:10:00,
BLOOMINGTON PD,B22-30089,MONROE,BLOOMINGTON,BLOOMINGTON,1,,1.0,0.0,0.0,,S WESTPLEX AVE,,,,,S WESTPLEX AVE,,,,,Y,,0.0,,39.16533052,-86.55397306,PRIVATE DR,,,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,COLLISION WITH OBJECT IN RD,SWESTPLEXAVE,1,,2022-08-04 19:50:00,
BLOOMINGTON PD,B22-36329,MONROE,BLOOMINGTON,BLOOMINGTON,1,,1.0,0.0,0.0,,W KIRKWOOD AVE,,,,,W KIRKWOOD AVE,S ROGERS ST,,,,Y,,0.0,,39.16661069,-86.53870069,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,WKIRKWOODAVESROGERSST,1,,2022-09-09 20:00:00,
BLOOMINGTON PD,B22-36259,MONROE,BLOOMINGTON,BLOOMINGTON,1,,1.0,0.0,0.0,1635.0,W 3RD ST,,,,,W 3RD ST,,,,,N,,0.0,,39.16440437,-86.55452469,PRIVATE DR,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,CONCRETE,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT TURN,W 3RDST,1,,2022-09-09 02:10:00,
BLOOMINGTON PD,B23-19780,MONROE,PERRY,BLOOMINGTON,1,,1.0,0.0,0.0,,S COLLEGE MALL RD,,,,,S COLLEGE MALL RD,E BUICK CADILLAC BLVD,,,,Y,,0.0,,39.15809983,-86.49789503,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,SCOLLEGEMALLRDEBUICKCADILLACBLVD,1,,2023-04-18 14:45:00,
BLOOMINGTON PD,B23-03176,MONROE,VAN BUREN,BLOOMINGTON,1,,1.0,0.0,0.0,,W BLOOMFIELD RD,,,,,W BLOOMFIELD RD,S ROLLING RIDGE WAY,,,,Y,,0.0,,39.15493691,-86.56325287,LOCAL/CITY RD,,,,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,,CONCRETE,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,$1001 TO $2500,LEFT TURN,WBLOOMFIELDRDSROLLINGRIDGEWAY,1,,2023-01-19 07:45:00,
BLOOMINGTON PD,B22-49815,MONROE,,BLOOMINGTON,1,,1.0,0.0,0.0,,2440 S HENDERSON ST,,,,,S HENDERSON ST,,,,,Y,,0.0,,0.0,0.0,LOCAL/CITY RD,,,,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,PEDESTRIAN ACTION,$5001 TO $10000,COLLISION WITH OBJECT IN RD,2440S.HENDERSONST,1,,2022-12-01 06:55:00,2440
INDIANA UNIV BLOOMINGTON PD,230291,MONROE,BLOOMINGTON,BLOOMINGTON,1,,1.0,0.0,0.0,,E 17TH ST,,,,,E 17TH ST,N EAGLESON AVE,,,,Y,,0.0,,39.17882982,-86.51110402,LOCAL/CITY RD,,,,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,T-INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,COLLISION WITH OBJECT IN RD,NEAGLESON AVEAVEE17THST,1,,2023-01-24 07:24:00,
INDIANA UNIV BLOOMINGTON PD,231206,MONROE,BLOOMINGTON,BLOOMINGTON,1,,1.0,0.0,0.0,,N DUNN ST,,,,,N DUNN ST,E VARSITY LN,,,,Y,,0.0,,39.18299847,-86.52833856,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,RIGHT TURN,NDUNNSTEVARSITYLN,1,,2023-03-26 17:30:00,
MONROE SD,M16A23953,MONROE,RICHLAND,ELLETTSVILLE,1,0.0,1.0,0.0,0.0,,,,ST RD 46 W,,,ST RD 46 W,SMITH,,,,Y,OTHER,,,39.210144,-86.5832,ST RD,Y,N,N,RURAL,N,N,N,,DAWN/DUSK,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE LN MOVEMENT,$10001 TO $25000,LEFT/RIGHT TURN,SMITHPKST RD 46 W,1,TRAFFIC CONTROL SIGNAL,2016-10-22 07:44:00,
ELLETTSVILLE PD,E2105276,MONROE,RICHLAND,ELLETTSVILLE,1,0.0,0.0,0.0,0.0,,,,ST RD 46 W,,,ST RD 46 W,BRIARGATE,,,,Y,,100.0,W,,,ST RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,BRIARGATEDRST RD 46 W,1,LN CONTROL,2021-02-22 08:42:00,
INDIANA UNIV BLOOMINGTON PD,130260,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,10TH,ST,,,,10TH ST,EAGLESON AVE,,,,Y,OTHER,300.0,W,39.17158999,-86.51563433,LOCAL/CITY RD,,N,N,URBAN,N,N,Y,LN CLOSURE,DAYLIGHT,CLOUDY,WET,CURBED,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,10THSTEAGLESON AVEAVE,1,YIELD SIGN,2013-01-25 12:45:00,
BLOOMINGTON PD,71813250,MONROE,VAN BUREN,BLOOMINGTON,1,0.0,2.0,0.0,0.0,,W TAPP,RD,,,,W TAPP RD,S LEONARD,,,,N,OTHER,,,39.13704,-86.582512,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,SLEONARDSPGWTAPPRD,2,STOP SIGN,2013-07-18 19:00:00,
MONROE SD,M13A2293,MONROE,VAN BUREN,BLOOMINGTON,1,0.0,1.0,0.0,0.0,3313.0,,,ST RD 45,,,W ST RD 45 RD,,,,,N,PRIVATE,,,39.125312,-86.610496,OTHER,,Y,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,CURBED,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,HEAD ON BETWEEN TWO MOTOR VEHICLES,WST RD 45RD,1,NONE,2013-07-31 19:45:00,
BLOOMINGTON PD,80813103,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,ARLINGTON VALLEY,DR,,,,ARLINGTON VALLEY DR,N WILLIS,,,,Y,OTHER,,,39.1828,-86.544032,LOCAL/CITY RD,,Y,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,UNDER $1001,HEAD ON BETWEEN TWO MOTOR VEHICLES,ARLINGTONVALLEYDRNORTHWILLISRD,1,STOP SIGN,2013-08-08 10:50:00,
BLOOMINGTON PD,92813003,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,2.0,0.0,0.0,,COLLEGE,AVE,,,,N COLLEGE AVE,7TH,,,,Y,OTHER,,,39.168656,-86.534784,LOCAL/CITY RD,Y,Y,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,DISREGARD SIGNAL/REG SIGN,$2501 TO $5000,OTHER - EXPLAIN IN NARRATIVE,E7THSTNCOLLEGEAVE,2,TRAFFIC CONTROL SIGNAL,2013-09-28 00:11:00,
BLOOMINGTON PD,120413229,MONROE,BLOOMINGTON,BLOOMINGTON,3,0.0,2.0,0.0,0.0,,ST RD 45 46,BYP,,,,ST RD 45 46 BYP,KINSER,,,,Y,OTHER,,,39.186544,-86.537888,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,WET,CURBED,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,$1001 TO $2500,REAR END,KINSERPKSTATERD4546BYP,2,TRAFFIC CONTROL SIGNAL,2013-12-04 18:45:00,
BLOOMINGTON PD,12314231,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,COLLEGE,AVE,,,,COLLEGE AVE,11TH,,,,Y,OTHER,,,39.173232,-86.534752,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT/RIGHT TURN,11THSTCOLLEGEAVE,1,TRAFFIC CONTROL SIGNAL,2014-01-23 18:58:00,
BLOOMINGTON PD,30714205,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,DUNN,ST,,,,DUNN ST,ST RD 37,,,,Y,OTHER,400.0,S,39.20695053,-86.52863944,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE LN MOVEMENT,$1001 TO $2500,RIGHT ANGLE,DUNNSTOLDST RD 37HWY,1,NONE,2014-03-07 15:14:00,
BLOOMINGTON PD,42414156,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,COTTAGE GROVE,AVE,,,,COTTAGE GROVE AVE,SUMMIT,,,,Y,OTHER,,,39.172336,-86.548192,LOCAL/CITY RD,,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,UNDER $1001,NON-COLLISION,COTTAGEGROVEAVESUMMITST,1,NONE,2014-04-24 13:25:00,
BLOOMINGTON PD,51414066,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,E MILLER,DR,,,,E MILLER DR,S WALNUT,,,,Y,OTHER,,,39.146944,-86.532544,LOCAL/CITY RD,N,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,NONE,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,EMILLERDRSWALNUTST,1,TRAFFIC CONTROL SIGNAL,2014-05-14 07:52:00,
BLOOMINGTON PD,51514105,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,2ND,ST,,,,2ND ST,MORTON,,,,Y,OTHER,50.0,E,39.16139022,-86.53631426,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,DRIVABLE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,2NDSTMORTONST,1,LN CONTROL,2014-05-15 12:11:00,
BLOOMINGTON PD,72414103,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,COLLEGE,AVE,,,,COLLEGE AVE,1ST,,,,Y,OTHER,,,39.17688,-86.534736,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,$2501 TO $5000,HEAD ON BETWEEN TWO MOTOR VEHICLES,1STSTCOLLEGEAVE,1,TRAFFIC CONTROL SIGNAL,2014-07-24 11:03:00,
BLOOMINGTON PD,81414069,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,WALNUT,ST,,,,WALNUT ST,COUNTRY CLUB,,,,Y,OTHER,,,39.13597025,-86.5311098,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,LEFT TURN,COUNTRYCLUBDRWALNUTST,1,TRAFFIC CONTROL SIGNAL,2014-08-14 08:40:00,
BLOOMINGTON PD,90114157,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,E 3RD,ST,,,,E 3RD ST,HIGHLAND,,,,Y,OTHER,,,39.16427024,-86.51772022,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,RIGHT ANGLE,E 3RDSTHIGHLANDAVE,1,NONE,2014-09-01 15:56:00,
BLOOMINGTON PD,9212014125,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,2300.0,WALNUT,ST,,,,WALNUT ST,,,,,N,PRIVATE,,,39.165648,-86.5336,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,RIGHT ANGLE,WALNUTST,1,LN CONTROL,2014-09-21 09:25:00,
BLOOMINGTON PD,B1412609,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,KIRKWOOD,,,,,KIRKWOOD,COLLEGE,,,,Y,,,,39.16664,-86.5348,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,COLLEGEAVEKIRKWOODAVE,1,TRAFFIC CONTROL SIGNAL,2014-10-29 10:41:00,
INDIANA UNIV BLOOMINGTON PD,143040,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,3RD,,,,,3RD,EAGLESON AVE,,,,Y,OTHER,,,39.16426018,-86.5163999,LOCAL/CITY RD,Y,N,N,URBAN,N,N,Y,LN CLOSURE,DAYLIGHT,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,OVERCORRECTING/OVERSTEERING,UNDER $1001,RIGHT TURN,3RDSTEAGLESON AVEAVE,1,TRAFFIC CONTROL SIGNAL,2014-10-30 17:20:00,
BLOOMINGTON PD,B1413797,MONROE,PERRY,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,E DIXIE,,,,,E DIXIE,S WALNUT,,,,Y,,,,39.156544,-86.5336,LOCAL/CITY RD,,N,Y,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,,UNDER $1001,LEFT/RIGHT TURN,EDIXIESTSWALNUTST,1,STOP SIGN,2014-11-04 19:00:00,
BLOOMINGTON PD,B1417438,MONROE,VAN BUREN,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,COLLEGE,,,,,COLLEGE,KIRKWOOD,,,,Y,,,,39.16659974,-86.53488033,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,NON-RDWAY CRASH,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT TURN,COLLEGEAVEKIRKWOODAVE,1,TRAFFIC CONTROL SIGNAL,2014-12-05 22:50:00,
BLOOMINGTON PD,B1420627,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,S ROGERS,,,,,S ROGERS,W CHEROKEE,,,,Y,,200.0,N,39.16810935,-86.53883994,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,SROGERSSTWCHEROKEEDR,1,NONE,2014-12-30 23:58:00,
BLOOMINGTON PD,B1524339,MONROE,PERRY,BLOOMINGTON,3,0.0,1.0,0.0,0.0,3890.0,W 3RD,ST,,,,W 3RD,,,,,Y,,,,39.16424,-86.4812,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,CONCRETE,DRIVER ILLNESS,$2501 TO $5000,REAR END,W 3RDST,0,NONE,2015-06-14 17:35:00,
BLOOMINGTON PD,B1524995,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,,,ST RD 4546 W,,,ST RD 4546 W,KINSER,,,,Y,,,,39.186544,-86.537888,ST RD,Y,N,N,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,KINSERPKST RD 4546 W,1,TRAFFIC CONTROL SIGNAL,2015-06-18 21:37:00,
BLOOMINGTON PD,B1530706,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,2850.0,3RD,ST,,,,E 3RD,,,,,Y,,,,39.16464,-86.569392,,,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,UNDER $1001,BACKING CRASH,EAST3RDST,1,NONE,2015-07-25 16:38:00,
MONROE SD,M15A16229,MONROE,VAN BUREN,BLOOMINGTON,2,0.0,0.0,0.0,0.0,5700.0,W AIRPORT,RD,,,,W AIRPORT,,,,,N,,,,39.136848,-86.606,OTHER,,N,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,OTHER - EXPLAIN IN NARRATIVE,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,UNDER $1001,BACKING CRASH,WAIRPORTRD,1,NONE,2015-08-01 14:18:00,
BLOOMINGTON PD,B1535235,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,1800.0,N WALNUT,ST,,,,N WALNUT,,,,,Y,,,,39.18354797,-86.53302764,OTHER,,N,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,,OTHER - EXPLAIN IN NARRATIVE,NORTHWALNUTST,1,NONE,2015-08-22 22:36:00,
INDIANA UNIV BLOOMINGTON PD,152005,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,WOODLAWN,AVE,,,,WOODLAWN,3RD,,,,Y,,,,39.164352,-86.522592,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,UNDER $1001,RIGHT ANGLE,3RDSTWOODLAWNAVE,1,TRAFFIC CONTROL SIGNAL,2015-08-25 19:24:00,
BLOOMINGTON PD,B1537490,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,3100.0,S WALNUT ST,PK,,,,S WALNUT ST,,,,,Y,,,,39.129673,-86.532737,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,NON-RDWAY CRASH,ASPHALT,BRAKE FAILURE OR DEFECTIVE,$10001 TO $25000,RAN OFF RD,SOUTHWALNUTSTPK,1,NONE,2015-09-04 15:15:00,
BLOOMINGTON PD,B1545462,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,,,ST RD 4546 W,,,ST RD 4546 W,KINSER,,,,Y,,,,39.186544,-86.537888,ST RD,Y,N,N,URBAN,N,Y,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,CONCRETE,PEDESTRIAN ACTION,$1001 TO $2500,LEFT TURN,KINSERPKST RD 4546 W,1,TRAFFIC CONTROL SIGNAL,2015-10-24 08:10:00,
INDIANA UNIV BLOOMINGTON PD,153190,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,E 10TH,ST,,,,E 10TH,JOHN HINKLE,,,,Y,OTHER,1000.0,E,39.171504,-86.49296,LOCAL/CITY RD,,N,Y,URBAN,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,E 10THSTJOHNHINKLEPL,1,NONE,2015-11-17 19:02:00,
BLOOMINGTON PD,B1553475,MONROE,RICHLAND,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,W JACOB,DR,,,,W JACOB,N GATES,,,,Y,,50.0,E,39.16562006,-86.57600425,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,NGATESDRWJACOBDR,1,STOP SIGN,2015-12-19 14:10:00,
BLOOMINGTON PD,B1603244,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,WALNUT,ST,,,,WALNUT,2ND,,,,Y,,,,39.16140027,-86.53362974,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,2NDSTWALNUTST,1,TRAFFIC CONTROL SIGNAL,2016-01-25 15:50:00,
BLOOMINGTON PD,B1614362,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,,,ST RD 46 W,,,ST RD 46 W,N KINSER,,,,Y,,,,39.186544,-86.537888,ST RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,UNDER $1001,RIGHT ANGLE,NKINSERPKST RD 46 W,1,TRAFFIC CONTROL SIGNAL,2016-04-16 11:00:00,
BLOOMINGTON PD,B1615036,MONROE,VAN BUREN,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,S LIBERTY,DR,,,,S LIBERTY,W 3RD,,,,Y,,800.0,S,39.08001465,-86.57913006,LOCAL/CITY RD,,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,SOUTHLIBERTYDRWEST3RDST,1,NONE,2016-04-20 15:30:00,
BLOOMINGTON PD,B1627476,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0.0,0.0,106.0,N ROGERS,ST,,,,N ROGERS,,,,,Y,,,,39.16472,-86.538592,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,UNDER $1001,BACKING CRASH,NROGERSST,1,NONE,2016-07-18 08:40:00,
